OrderID,CustomerID,Region,Category,ProductName,Quantity,UnitPrice,Revenue,OrderDate,BillingStatus,TicketOpenDate,TicketCloseDate,Month,DaysToClose,ClosedWithin7
ORD-1373,CUST-096,West,Spare Parts,Filter Unit,9,310.35,2793.15,2024-07-20,Billed,2024-07-20,2024-07-30,2024-07,10,False
ORD-1374,CUST-146,North,Equipment,Display Panel,3,511.7,1535.1,2024-05-13,Pending,2024-05-13,2024-05-26,2024-05,13,False
ORD-1375,CUST-101,East,Time & Materials,Remote Support,5,505.54,2527.7,2024-04-13,Billed,2024-04-13,2024-04-26,2024-04,13,False
ORD-1376,CUST-150,North,Service Contract,Basic Plan,3,926.66,2779.98,2024-06-09,Pending,2024-06-09,2024-06-11,2024-06,2,True
ORD-1377,CUST-138,East,Service Contract,Premium Plan,5,953.53,4767.65,2024-03-02,Billed,2024-03-02,2024-03-05,2024-03,3,True
ORD-1378,CUST-078,North,Service Contract,Premium Plan,3,227.87,683.61,2024-05-07,Pending,2024-05-07,2024-05-14,2024-05,7,True
ORD-1379,CUST-132,North,Time & Materials,Remote Support,3,110.61,331.83,2024-07-26,Pending,2024-07-26,2024-08-04,2024-07,9,False
ORD-1380,CUST-141,South,Spare Parts,Valve Kit,2,1617.6,3235.2,2024-03-12,Billed,2024-03-12,2024-03-13,2024-03,1,True
ORD-1381,CUST-016,South,Service Contract,Basic Plan,7,775.87,5431.09,2024-11-18,Overdue,2024-11-18,2024-11-20,2024-11,2,True
ORD-1382,CUST-150,East,Spare Parts,Filter Unit,2,435.61,871.22,2024-11-26,Pending,2024-11-26,2024-12-09,2024-11,13,False
ORD-1383,CUST-033,North,Time & Materials,On-site Repair,1,1887.45,1887.45,2024-01-26,Billed,2024-01-26,2024-02-05,2024-01,10,False
ORD-1384,CUST-111,West,Equipment,Sensor Unit,7,1382.27,9675.89,2024-03-29,Pending,2024-03-29,2024-04-02,2024-03,4,True
ORD-1385,CUST-048,East,Time & Materials,Remote Support,3,117.57,352.71,2024-11-13,Overdue,2024-11-13,2024-11-17,2024-11,4,True
ORD-1386,CUST-076,West,Equipment,Display Panel,8,168.91,1351.28,2024-05-23,Pending,2024-05-23,2024-05-26,2024-05,3,True
ORD-1387,CUST-108,South,Service Contract,Enterprise Plan,9,1599.95,14399.55,2024-07-14,Overdue,2024-07-14,2024-07-20,2024-07,6,True
ORD-1388,CUST-123,West,Time & Materials,Inspection Visit,9,677.13,6094.17,2024-05-18,Billed,2024-05-18,2024-05-19,2024-05,1,True
ORD-1389,CUST-082,South,Spare Parts,Control Board,1,1626.88,1626.88,2024-08-29,Overdue,2024-08-29,2024-09-04,2024-08,6,True
ORD-1390,CUST-150,South,Service Contract,Basic Plan,4,1330.89,5323.56,2024-05-16,Overdue,2024-05-16,2024-05-30,2024-05,14,False
ORD-1391,CUST-015,South,Equipment,Motor Assembly,3,393.4,1180.2,2024-10-30,Pending,2024-10-30,2024-11-12,2024-10,13,False
ORD-1392,CUST-092,North,Time & Materials,Inspection Visit,10,327.1,3271.0,2024-04-06,Pending,2024-04-06,2024-04-15,2024-04,9,False
ORD-1393,CUST-080,South,Equipment,Sensor Unit,2,159.53,319.06,2024-11-04,Billed,2024-11-04,2024-11-05,2024-11,1,True
ORD-1394,CUST-135,West,Spare Parts,Control Board,10,442.86,4428.6,2024-03-07,Pending,2024-03-07,2024-03-19,2024-03,12,False
ORD-1395,CUST-046,East,Spare Parts,Filter Unit,3,1193.89,3581.67,2024-03-13,Billed,2024-03-13,2024-03-27,2024-03,14,False
ORD-1396,CUST-135,East,Spare Parts,Control Board,7,1192.73,8349.11,2024-06-21,Pending,2024-06-21,2024-06-27,2024-06,6,True
ORD-1397,CUST-035,South,Equipment,Display Panel,8,1315.9,10527.2,2024-03-30,Overdue,2024-03-30,2024-04-08,2024-03,9,False
ORD-1398,CUST-092,South,Service Contract,Premium Plan,5,1481.29,7406.45,2024-05-30,Billed,2024-05-30,2024-06-02,2024-05,3,True
ORD-1399,CUST-001,West,Spare Parts,Pump Seal,10,670.52,6705.2,2024-11-09,Billed,2024-11-09,2024-11-20,2024-11,11,False
ORD-1400,CUST-145,North,Equipment,Sensor Unit,6,1503.42,9020.52,2024-05-01,Pending,2024-05-01,2024-05-07,2024-05,6,True
ORD-1401,CUST-043,North,Time & Materials,Remote Support,1,567.16,567.16,2024-05-07,Overdue,2024-05-07,2024-05-09,2024-05,2,True
ORD-1402,CUST-090,East,Spare Parts,Filter Unit,1,802.58,802.58,2024-08-02,Billed,2024-08-02,2024-08-09,2024-08,7,True
ORD-1403,CUST-127,West,Time & Materials,Inspection Visit,7,247.79,1734.53,2024-09-02,Overdue,2024-09-02,2024-09-13,2024-09,11,False
ORD-1404,CUST-058,South,Equipment,Sensor Unit,1,625.07,625.07,2024-06-12,Pending,2024-06-12,2024-06-14,2024-06,2,True
ORD-1405,CUST-019,East,Service Contract,Premium Plan,3,1477.37,4432.11,2024-10-07,Billed,2024-10-07,2024-10-13,2024-10,6,True
ORD-1406,CUST-124,North,Equipment,Display Panel,3,1234.27,3702.81,2024-08-10,Billed,2024-08-10,2024-08-11,2024-08,1,True
ORD-1407,CUST-026,East,Service Contract,Basic Plan,7,1409.53,9866.71,2024-10-03,Pending,2024-10-03,2024-10-14,2024-10,11,False
ORD-1408,CUST-073,East,Service Contract,Basic Plan,1,816.16,816.16,2024-10-08,Pending,2024-10-08,2024-10-11,2024-10,3,True
ORD-1409,CUST-014,East,Spare Parts,Valve Kit,2,624.37,1248.74,2024-12-04,Overdue,2024-12-04,2024-12-14,2024-12,10,False
ORD-1410,CUST-123,South,Spare Parts,Filter Unit,4,383.12,1532.48,2024-05-29,Billed,2024-05-29,2024-06-06,2024-05,8,False
ORD-1411,CUST-030,East,Equipment,Motor Assembly,8,1795.01,14360.08,2024-05-15,Billed,2024-05-15,2024-05-26,2024-05,11,False
ORD-1412,CUST-140,West,Service Contract,Premium Plan,7,770.33,5392.31,2024-08-16,Billed,2024-08-16,2024-08-21,2024-08,5,True
ORD-1413,CUST-113,West,Time & Materials,On-site Repair,5,1150.28,5751.4,2024-03-18,Overdue,2024-03-18,2024-03-29,2024-03,11,False
ORD-1414,CUST-025,North,Time & Materials,Inspection Visit,7,1942.88,13600.16,2024-10-28,Billed,2024-10-28,2024-11-06,2024-10,9,False
ORD-1415,CUST-016,West,Equipment,Display Panel,8,1166.79,9334.32,2024-04-30,Pending,2024-04-30,2024-05-05,2024-04,5,True
ORD-1416,CUST-021,West,Spare Parts,Pump Seal,2,1901.05,3802.1,2024-08-17,Billed,2024-08-17,2024-08-20,2024-08,3,True
ORD-1417,CUST-055,South,Service Contract,Basic Plan,7,202.82,1419.74,2024-12-15,Pending,2024-12-15,2024-12-19,2024-12,4,True
ORD-1418,CUST-038,East,Time & Materials,Inspection Visit,2,219.7,439.4,2024-10-11,Pending,2024-10-11,2024-10-20,2024-10,9,False
ORD-1419,CUST-084,East,Equipment,Sensor Unit,10,1195.77,11957.7,2024-08-02,Billed,2024-08-02,2024-08-09,2024-08,7,True
ORD-1420,CUST-039,South,Spare Parts,Filter Unit,10,1570.11,15701.1,2024-05-26,Overdue,2024-05-26,2024-06-01,2024-05,6,True
ORD-1421,CUST-106,East,Equipment,Display Panel,8,1165.45,9323.6,2024-08-30,Billed,2024-08-30,2024-09-02,2024-08,3,True
ORD-1422,CUST-071,West,Service Contract,Enterprise Plan,10,1377.59,13775.9,2024-07-24,Billed,2024-07-24,2024-07-31,2024-07,7,True
ORD-1423,CUST-085,South,Spare Parts,Valve Kit,5,1799.21,8996.05,2024-01-11,Pending,2024-01-11,2024-01-25,2024-01,14,False
ORD-1424,CUST-078,East,Time & Materials,Remote Support,2,1946.37,3892.74,2024-04-26,Billed,2024-04-26,2024-05-01,2024-04,5,True
ORD-1425,CUST-114,East,Time & Materials,Inspection Visit,7,1229.71,8607.97,2024-02-15,Billed,2024-02-15,2024-02-23,2024-02,8,False
ORD-1426,CUST-055,West,Equipment,Display Panel,6,1650.98,9905.88,2024-09-20,Billed,2024-09-20,2024-09-22,2024-09,2,True
ORD-1427,CUST-080,West,Service Contract,Enterprise Plan,10,106.45,1064.5,2024-04-08,Billed,2024-04-08,2024-04-22,2024-04,14,False
ORD-1428,CUST-015,South,Spare Parts,Valve Kit,1,1840.16,1840.16,2024-12-26,Billed,2024-12-26,2024-12-31,2024-12,5,True
ORD-1429,CUST-095,West,Equipment,Display Panel,2,1378.29,2756.58,2024-05-03,Pending,2024-05-03,2024-05-11,2024-05,8,False
ORD-1430,CUST-115,South,Equipment,Display Panel,9,732.03,6588.27,2024-03-24,Pending,2024-03-24,2024-04-05,2024-03,12,False
ORD-1431,CUST-024,East,Spare Parts,Valve Kit,1,367.67,367.67,2024-10-19,Billed,2024-10-19,2024-11-02,2024-10,14,False
ORD-1432,CUST-057,South,Service Contract,Premium Plan,7,1050.9,7356.3,2024-12-15,Billed,2024-12-15,2024-12-23,2024-12,8,False
ORD-1433,CUST-034,South,Spare Parts,Pump Seal,5,1236.27,6181.35,2024-06-05,Overdue,2024-06-05,2024-06-17,2024-06,12,False
ORD-1434,CUST-071,West,Equipment,Motor Assembly,8,541.4,4331.2,2024-08-26,Pending,2024-08-26,2024-09-06,2024-08,11,False
ORD-1435,CUST-134,West,Spare Parts,Filter Unit,9,1998.89,17990.01,2024-07-10,Overdue,2024-07-10,2024-07-21,2024-07,11,False
ORD-1436,CUST-073,East,Spare Parts,Valve Kit,2,705.75,1411.5,2024-05-21,Overdue,2024-05-21,2024-05-27,2024-05,6,True
ORD-1437,CUST-071,East,Time & Materials,On-site Repair,3,1058.72,3176.16,2024-05-03,Billed,2024-05-03,2024-05-16,2024-05,13,False
ORD-1438,CUST-104,East,Service Contract,Enterprise Plan,1,1328.03,1328.03,2024-05-31,Pending,2024-05-31,2024-06-07,2024-05,7,True
ORD-1439,CUST-104,West,Spare Parts,Pump Seal,6,1466.77,8800.62,2024-04-23,Overdue,2024-04-23,2024-05-02,2024-04,9,False
ORD-1440,CUST-122,East,Time & Materials,On-site Repair,9,403.21,3628.89,2024-02-19,Pending,2024-02-19,2024-02-22,2024-02,3,True
ORD-1441,CUST-067,South,Time & Materials,Inspection Visit,2,483.39,966.78,2024-04-24,Overdue,2024-04-24,2024-05-08,2024-04,14,False
ORD-1442,CUST-079,West,Time & Materials,Remote Support,5,1191.86,5959.3,2024-08-25,Billed,2024-08-25,2024-09-02,2024-08,8,False
ORD-1443,CUST-014,North,Equipment,Sensor Unit,9,283.64,2552.76,2024-12-14,Pending,2024-12-14,2024-12-23,2024-12,9,False
ORD-1444,CUST-077,West,Spare Parts,Pump Seal,3,1985.08,5955.24,2024-06-24,Pending,2024-06-24,2024-07-04,2024-06,10,False
ORD-1445,CUST-118,South,Time & Materials,Inspection Visit,3,1568.94,4706.82,2024-09-06,Pending,2024-09-06,2024-09-17,2024-09,11,False
ORD-1446,CUST-046,East,Spare Parts,Filter Unit,8,583.38,4667.04,2024-03-27,Overdue,2024-03-27,2024-04-09,2024-03,13,False
ORD-1447,CUST-041,West,Spare Parts,Pump Seal,10,895.74,8957.4,2024-08-07,Pending,2024-08-07,2024-08-14,2024-08,7,True
ORD-1448,CUST-123,West,Spare Parts,Filter Unit,9,438.86,3949.74,2024-07-10,Billed,2024-07-10,2024-07-16,2024-07,6,True
ORD-1449,CUST-136,South,Spare Parts,Filter Unit,4,491.22,1964.88,2024-06-25,Pending,2024-06-25,2024-06-28,2024-06,3,True
ORD-1450,CUST-027,West,Time & Materials,On-site Repair,2,1656.5,3313.0,2024-06-01,Pending,2024-06-01,2024-06-09,2024-06,8,False
ORD-1451,CUST-134,East,Equipment,Display Panel,3,718.33,2154.99,2024-09-07,Pending,2024-09-07,2024-09-20,2024-09,13,False
ORD-1452,CUST-049,South,Equipment,Sensor Unit,4,487.43,1949.72,2024-03-08,Billed,2024-03-08,2024-03-20,2024-03,12,False
ORD-1453,CUST-006,South,Spare Parts,Control Board,1,781.63,781.63,2024-11-23,Pending,2024-11-23,2024-12-06,2024-11,13,False
ORD-1454,CUST-137,North,Spare Parts,Filter Unit,1,144.06,144.06,2024-02-29,Pending,2024-02-29,2024-03-08,2024-02,8,False
ORD-1455,CUST-098,North,Time & Materials,Remote Support,3,450.72,1352.16,2024-12-17,Overdue,2024-12-17,2024-12-18,2024-12,1,True
ORD-1456,CUST-078,West,Spare Parts,Control Board,10,1230.99,12309.9,2024-03-11,Pending,2024-03-11,2024-03-25,2024-03,14,False
ORD-1457,CUST-027,North,Time & Materials,On-site Repair,2,1020.59,2041.18,2024-11-07,Billed,2024-11-07,2024-11-20,2024-11,13,False
ORD-1458,CUST-068,South,Time & Materials,Inspection Visit,7,625.93,4381.51,2024-01-21,Overdue,2024-01-21,2024-01-29,2024-01,8,False
ORD-1459,CUST-054,West,Time & Materials,On-site Repair,1,74.86,74.86,2024-02-15,Billed,2024-02-15,2024-02-29,2024-02,14,False
ORD-1460,CUST-147,West,Service Contract,Basic Plan,9,196.34,1767.06,2024-02-21,Pending,2024-02-21,2024-03-03,2024-02,11,False
ORD-1461,CUST-060,West,Time & Materials,Remote Support,8,147.66,1181.28,2024-03-30,Billed,2024-03-30,2024-04-13,2024-03,14,False
ORD-1462,CUST-075,East,Time & Materials,Remote Support,2,235.25,470.5,2024-01-24,Billed,2024-01-24,2024-02-07,2024-01,14,False
ORD-1463,CUST-036,South,Time & Materials,Remote Support,8,1912.42,15299.36,2024-05-17,Overdue,2024-05-17,2024-05-19,2024-05,2,True
ORD-1464,CUST-096,East,Service Contract,Basic Plan,7,830.49,5813.43,2024-08-21,Pending,2024-08-21,2024-09-04,2024-08,14,False
ORD-1465,CUST-099,West,Equipment,Display Panel,3,270.46,811.38,2024-12-22,Overdue,2024-12-22,2024-12-23,2024-12,1,True
ORD-1466,CUST-041,North,Equipment,Display Panel,8,1614.42,12915.36,2024-12-13,Pending,2024-12-13,2024-12-16,2024-12,3,True
ORD-1467,CUST-098,East,Spare Parts,Pump Seal,8,1844.78,14758.24,2024-02-27,Pending,2024-02-27,2024-03-06,2024-02,8,False
ORD-1468,CUST-012,North,Time & Materials,Inspection Visit,6,74.1,444.6,2024-12-13,Overdue,2024-12-13,2024-12-26,2024-12,13,False
ORD-1469,CUST-148,South,Time & Materials,Inspection Visit,9,1392.07,12528.63,2024-11-12,Billed,2024-11-12,2024-11-19,2024-11,7,True
ORD-1470,CUST-064,West,Time & Materials,Inspection Visit,7,339.88,2379.16,2024-10-12,Overdue,2024-10-12,2024-10-13,2024-10,1,True
ORD-1471,CUST-003,South,Equipment,Motor Assembly,3,195.99,587.97,2024-09-08,Pending,2024-09-08,2024-09-12,2024-09,4,True
ORD-1472,CUST-085,East,Spare Parts,Pump Seal,9,1304.47,11740.23,2024-07-25,Billed,2024-07-25,2024-07-27,2024-07,2,True
ORD-1473,CUST-118,West,Equipment,Sensor Unit,8,921.78,7374.24,2024-03-01,Pending,2024-03-01,2024-03-13,2024-03,12,False
ORD-1474,CUST-005,North,Equipment,Motor Assembly,1,1136.41,1136.41,2024-01-01,Billed,2024-01-01,2024-01-14,2024-01,13,False
ORD-1475,CUST-078,South,Equipment,Motor Assembly,6,1659.36,9956.16,2024-04-24,Pending,2024-04-24,2024-04-30,2024-04,6,True
ORD-1476,CUST-144,West,Time & Materials,Inspection Visit,8,272.35,2178.8,2024-12-03,Billed,2024-12-03,2024-12-04,2024-12,1,True
ORD-1477,CUST-088,East,Time & Materials,Inspection Visit,9,779.09,7011.81,2024-02-24,Billed,2024-02-24,2024-02-27,2024-02,3,True
ORD-1478,CUST-127,South,Equipment,Sensor Unit,5,1241.16,6205.8,2024-04-06,Billed,2024-04-06,2024-04-20,2024-04,14,False
ORD-1479,CUST-101,South,Equipment,Sensor Unit,6,260.14,1560.84,2024-07-31,Billed,2024-07-31,2024-08-11,2024-07,11,False
ORD-1480,CUST-032,West,Equipment,Display Panel,10,1914.57,19145.7,2024-03-09,Pending,2024-03-09,2024-03-10,2024-03,1,True
ORD-1481,CUST-136,North,Equipment,Display Panel,8,1852.52,14820.16,2024-03-31,Overdue,2024-03-31,2024-04-10,2024-03,10,False
ORD-1482,CUST-045,South,Spare Parts,Valve Kit,10,1232.01,12320.1,2024-06-13,Overdue,2024-06-13,2024-06-20,2024-06,7,True
ORD-1483,CUST-108,South,Time & Materials,Remote Support,6,1942.46,11654.76,2024-08-19,Billed,2024-08-19,2024-08-22,2024-08,3,True
ORD-1484,CUST-106,East,Time & Materials,Inspection Visit,9,1283.54,11551.86,2024-04-12,Billed,2024-04-12,2024-04-22,2024-04,10,False
ORD-1485,CUST-075,East,Service Contract,Enterprise Plan,3,1032.59,3097.77,2024-12-21,Overdue,2024-12-21,2024-12-27,2024-12,6,True
ORD-1486,CUST-030,East,Equipment,Display Panel,10,1888.21,18882.1,2024-12-29,Pending,2024-12-29,2025-01-09,2024-12,11,False
ORD-1487,CUST-137,East,Equipment,Sensor Unit,9,257.62,2318.58,2024-07-14,Billed,2024-07-14,2024-07-15,2024-07,1,True
ORD-1488,CUST-015,South,Time & Materials,On-site Repair,5,1382.61,6913.05,2024-03-15,Billed,2024-03-15,2024-03-27,2024-03,12,False
ORD-1489,CUST-076,South,Spare Parts,Control Board,8,249.84,1998.72,2024-12-11,Overdue,2024-12-11,2024-12-20,2024-12,9,False
ORD-1490,CUST-058,West,Service Contract,Enterprise Plan,5,1401.23,7006.15,2024-01-25,Pending,2024-01-25,2024-02-01,2024-01,7,True
ORD-1491,CUST-107,East,Spare Parts,Filter Unit,5,446.02,2230.1,2024-08-14,Billed,2024-08-14,2024-08-25,2024-08,11,False
ORD-1492,CUST-095,South,Service Contract,Premium Plan,8,395.98,3167.84,2024-12-15,Billed,2024-12-15,2024-12-18,2024-12,3,True
ORD-1493,CUST-045,North,Equipment,Sensor Unit,7,594.27,4159.89,2024-05-15,Billed,2024-05-15,2024-05-18,2024-05,3,True
ORD-1494,CUST-150,East,Spare Parts,Control Board,8,1433.89,11471.12,2024-03-20,Billed,2024-03-20,2024-03-23,2024-03,3,True
ORD-1495,CUST-083,North,Time & Materials,Remote Support,10,1122.81,11228.1,2024-02-07,Overdue,2024-02-07,2024-02-13,2024-02,6,True
ORD-1496,CUST-135,South,Service Contract,Enterprise Plan,2,1583.2,3166.4,2024-03-22,Pending,2024-03-22,2024-03-31,2024-03,9,False
ORD-1497,CUST-138,West,Spare Parts,Control Board,4,1772.62,7090.48,2024-12-05,Pending,2024-12-05,2024-12-11,2024-12,6,True
ORD-1498,CUST-093,East,Service Contract,Enterprise Plan,9,975.97,8783.73,2024-10-14,Overdue,2024-10-14,2024-10-15,2024-10,1,True
ORD-1499,CUST-030,East,Equipment,Sensor Unit,10,1841.28,18412.8,2024-05-04,Billed,2024-05-04,2024-05-15,2024-05,11,False
ORD-1500,CUST-083,West,Spare Parts,Valve Kit,5,1103.46,5517.3,2024-05-24,Billed,2024-05-24,2024-06-02,2024-05,9,False
ORD-1501,CUST-096,West,Equipment,Sensor Unit,5,1801.65,9008.25,2024-04-08,Pending,2024-04-08,2024-04-17,2024-04,9,False
ORD-1502,CUST-022,North,Service Contract,Enterprise Plan,9,64.29,578.61,2024-02-03,Billed,2024-02-03,2024-02-14,2024-02,11,False
ORD-1503,CUST-055,West,Spare Parts,Pump Seal,9,1666.06,14994.54,2024-08-10,Overdue,2024-08-10,2024-08-24,2024-08,14,False
ORD-1504,CUST-019,South,Spare Parts,Valve Kit,6,123.88,743.28,2024-02-07,Billed,2024-02-07,2024-02-10,2024-02,3,True
ORD-1505,CUST-065,North,Service Contract,Premium Plan,7,806.66,5646.62,2024-11-18,Pending,2024-11-18,2024-11-25,2024-11,7,True
ORD-1506,CUST-081,North,Equipment,Display Panel,2,1092.93,2185.86,2024-11-24,Overdue,2024-11-24,2024-12-04,2024-11,10,False
ORD-1507,CUST-017,North,Spare Parts,Control Board,9,256.96,2312.64,2024-12-17,Pending,2024-12-17,2024-12-27,2024-12,10,False
ORD-1508,CUST-023,East,Equipment,Motor Assembly,7,1653.14,11571.98,2024-01-16,Pending,2024-01-16,2024-01-19,2024-01,3,True
ORD-1509,CUST-137,South,Service Contract,Enterprise Plan,7,1603.7,11225.9,2024-10-06,Pending,2024-10-06,2024-10-17,2024-10,11,False
ORD-1510,CUST-037,East,Time & Materials,On-site Repair,9,1755.8,15802.2,2024-03-13,Billed,2024-03-13,2024-03-14,2024-03,1,True
ORD-1511,CUST-002,West,Spare Parts,Control Board,4,1509.18,6036.72,2024-06-25,Billed,2024-06-25,2024-07-02,2024-06,7,True
ORD-1512,CUST-132,South,Service Contract,Basic Plan,4,1252.93,5011.72,2024-05-09,Billed,2024-05-09,2024-05-11,2024-05,2,True
ORD-1513,CUST-047,North,Equipment,Display Panel,9,192.63,1733.67,2024-12-09,Billed,2024-12-09,2024-12-14,2024-12,5,True
ORD-1514,CUST-026,South,Equipment,Motor Assembly,6,300.02,1800.12,2024-12-01,Billed,2024-12-01,2024-12-03,2024-12,2,True
ORD-1515,CUST-073,North,Service Contract,Premium Plan,8,928.76,7430.08,2024-11-11,Overdue,2024-11-11,2024-11-16,2024-11,5,True
ORD-1516,CUST-150,South,Time & Materials,Remote Support,7,378.85,2651.95,2024-06-09,Billed,2024-06-09,2024-06-22,2024-06,13,False
ORD-1517,CUST-057,West,Time & Materials,Remote Support,3,1375.18,4125.54,2024-06-18,Pending,2024-06-18,2024-06-26,2024-06,8,False
ORD-1518,CUST-115,East,Time & Materials,Remote Support,9,262.22,2359.98,2024-11-26,Overdue,2024-11-26,2024-11-28,2024-11,2,True
ORD-1519,CUST-072,South,Service Contract,Premium Plan,2,1468.48,2936.96,2024-01-10,Overdue,2024-01-10,2024-01-21,2024-01,11,False
ORD-1520,CUST-008,West,Service Contract,Basic Plan,9,558.2,5023.8,2024-10-03,Pending,2024-10-03,2024-10-14,2024-10,11,False
ORD-1521,CUST-039,East,Equipment,Sensor Unit,10,1479.79,14797.9,2024-05-28,Billed,2024-05-28,2024-06-05,2024-05,8,False
ORD-1522,CUST-129,North,Equipment,Motor Assembly,9,70.65,635.85,2024-05-02,Overdue,2024-05-02,2024-05-13,2024-05,11,False
ORD-1523,CUST-043,South,Equipment,Sensor Unit,3,1154.4,3463.2,2024-10-16,Overdue,2024-10-16,2024-10-30,2024-10,14,False
ORD-1524,CUST-038,West,Time & Materials,On-site Repair,4,1534.87,6139.48,2024-04-28,Billed,2024-04-28,2024-05-03,2024-04,5,True
ORD-1525,CUST-095,South,Spare Parts,Pump Seal,9,1820.07,16380.63,2024-07-03,Pending,2024-07-03,2024-07-11,2024-07,8,False
ORD-1526,CUST-117,North,Spare Parts,Control Board,2,1422.29,2844.58,2024-09-23,Overdue,2024-09-23,2024-10-07,2024-09,14,False
ORD-1527,CUST-071,East,Service Contract,Premium Plan,7,762.33,5336.31,2024-11-30,Billed,2024-11-30,2024-12-09,2024-11,9,False
ORD-1528,CUST-065,West,Service Contract,Enterprise Plan,7,738.15,5167.05,2024-06-25,Pending,2024-06-25,2024-07-08,2024-06,13,False
ORD-1529,CUST-124,North,Service Contract,Premium Plan,3,498.48,1495.44,2024-09-20,Overdue,2024-09-20,2024-09-25,2024-09,5,True
ORD-1530,CUST-055,South,Service Contract,Basic Plan,6,1223.94,7343.64,2024-03-01,Overdue,2024-03-01,2024-03-05,2024-03,4,True
ORD-1531,CUST-107,East,Spare Parts,Valve Kit,8,984.09,7872.72,2024-10-29,Billed,2024-10-29,2024-11-09,2024-10,11,False
ORD-1532,CUST-106,North,Service Contract,Basic Plan,3,1168.3,3504.9,2024-03-23,Billed,2024-03-23,2024-04-03,2024-03,11,False
ORD-1533,CUST-132,North,Service Contract,Basic Plan,3,553.61,1660.83,2024-04-02,Overdue,2024-04-02,2024-04-09,2024-04,7,True
ORD-1534,CUST-145,North,Time & Materials,On-site Repair,4,925.95,3703.8,2024-08-29,Pending,2024-08-29,2024-09-01,2024-08,3,True
ORD-1535,CUST-057,West,Service Contract,Enterprise Plan,3,1265.26,3795.78,2024-09-18,Pending,2024-09-18,2024-09-21,2024-09,3,True
ORD-1536,CUST-088,West,Spare Parts,Pump Seal,7,801.65,5611.55,2024-02-25,Billed,2024-02-25,2024-02-29,2024-02,4,True
ORD-1537,CUST-134,West,Service Contract,Enterprise Plan,2,395.97,791.94,2024-11-10,Overdue,2024-11-10,2024-11-11,2024-11,1,True
ORD-1538,CUST-137,North,Spare Parts,Valve Kit,3,1808.87,5426.61,2024-10-03,Billed,2024-10-03,2024-10-16,2024-10,13,False
ORD-1539,CUST-111,West,Time & Materials,On-site Repair,9,886.46,7978.14,2024-09-03,Pending,2024-09-03,2024-09-09,2024-09,6,True
ORD-1540,CUST-148,North,Equipment,Sensor Unit,5,980.43,4902.15,2024-04-29,Billed,2024-04-29,2024-05-04,2024-04,5,True
ORD-1541,CUST-140,West,Time & Materials,On-site Repair,1,1432.84,1432.84,2024-01-04,Overdue,2024-01-04,2024-01-13,2024-01,9,False
ORD-1542,CUST-031,North,Equipment,Display Panel,4,1391.15,5564.6,2024-06-10,Pending,2024-06-10,2024-06-16,2024-06,6,True
ORD-1543,CUST-028,South,Equipment,Display Panel,10,544.58,5445.8,2024-10-01,Pending,2024-10-01,2024-10-11,2024-10,10,False
ORD-1544,CUST-094,East,Equipment,Sensor Unit,7,1126.6,7886.2,2024-10-12,Pending,2024-10-12,2024-10-15,2024-10,3,True
ORD-1545,CUST-095,West,Time & Materials,Remote Support,10,721.49,7214.9,2024-12-27,Pending,2024-12-27,2025-01-08,2024-12,12,False
ORD-1546,CUST-036,North,Service Contract,Premium Plan,3,245.54,736.62,2024-09-17,Pending,2024-09-17,2024-09-30,2024-09,13,False
ORD-1547,CUST-087,North,Service Contract,Premium Plan,1,1618.52,1618.52,2024-03-15,Pending,2024-03-15,2024-03-25,2024-03,10,False
ORD-1548,CUST-112,North,Spare Parts,Control Board,4,773.13,3092.52,2024-11-07,Billed,2024-11-07,2024-11-19,2024-11,12,False
ORD-1549,CUST-099,West,Time & Materials,Inspection Visit,10,162.05,1620.5,2024-03-30,Overdue,2024-03-30,2024-04-07,2024-03,8,False
ORD-1550,CUST-113,North,Service Contract,Enterprise Plan,9,607.71,5469.39,2024-01-18,Overdue,2024-01-18,2024-01-27,2024-01,9,False
ORD-1551,CUST-133,South,Service Contract,Enterprise Plan,1,751.49,751.49,2024-12-01,Billed,2024-12-01,2024-12-04,2024-12,3,True
ORD-1552,CUST-023,East,Equipment,Motor Assembly,7,840.63,5884.41,2024-04-12,Overdue,2024-04-12,2024-04-13,2024-04,1,True
ORD-1553,CUST-018,North,Time & Materials,Inspection Visit,9,1834.27,16508.43,2024-06-27,Pending,2024-06-27,2024-07-11,2024-06,14,False
ORD-1554,CUST-071,South,Service Contract,Premium Plan,7,1171.07,8197.49,2024-05-13,Billed,2024-05-13,2024-05-20,2024-05,7,True
ORD-1555,CUST-130,North,Spare Parts,Control Board,6,1896.68,11380.08,2024-09-19,Pending,2024-09-19,2024-09-28,2024-09,9,False
ORD-1556,CUST-148,East,Equipment,Motor Assembly,10,993.08,9930.8,2024-05-04,Pending,2024-05-04,2024-05-17,2024-05,13,False
ORD-1557,CUST-118,West,Spare Parts,Valve Kit,2,552.75,1105.5,2024-07-14,Overdue,2024-07-14,2024-07-27,2024-07,13,False
ORD-1558,CUST-057,South,Time & Materials,Remote Support,6,1057.18,6343.08,2024-01-05,Overdue,2024-01-05,2024-01-19,2024-01,14,False
ORD-1559,CUST-068,South,Time & Materials,On-site Repair,7,1363.71,9545.97,2024-06-24,Billed,2024-06-24,2024-07-03,2024-06,9,False
ORD-1560,CUST-046,West,Time & Materials,Remote Support,4,1793.92,7175.68,2024-05-17,Billed,2024-05-17,2024-05-29,2024-05,12,False
